,pack,id,name,group,bleed_id
104,SP,107,Rapid Strike Urshifu V,100,
105,SP,108,Empoleon V,101,
106,SP,109,Tyranitar V,102,
107,SP,110,Crobat V,91,
108,SP,111,Galarian Rapidash V,103,
109,SP,112,Cinderace,104,
110,SP,113,Inteleon,105,
111,SP,114,Cresselia,106,
112,SP,115,Passimian,107,
113,SP,116,Morpeko,30,
114,SP,117,Phanpy,108,
115,SP,118,Eevee,41,
116,SP,119,Snorlax,109,
117,SP,120,Marnie,110,
118,SP,121,Marnie,110,
119,SP,122,Flaaffy,111,
120,SP,123,Galarian Articuno,112,
121,SP,124,Galarian Zapdos,113,
122,SP,125,Galarian Moltres,114,
123,SP,126,Galarian Slowpoke,115,
124,SP,127,Eevee,116,
125,SP,128,Eiscue,117,
126,SP,129,Umbreon,118,
127,SP,130,Ice Rider Calyrex V,119,
128,SP,131,Shadow Rider Calyrex V,120,
129,SP,132,Dragapult,121,
130,SP,133,Lance's Charizard V,122,
131,SP,134,Dark Sylveon V,123,
132,SP,135,Zacian LV.X,124,
133,SP,136,Mimikyu,125,
134,SP,137,Light Toxtricity,126,
135,SP,138,Hydreigon C,127,
136,SP,139,Pikachu V-UNION,128,
137,SP,140,Pikachu V-UNION,129,
138,SP,141,Pikachu V-UNION,130,
139,SP,142,Pikachu V-UNION,131,
140,SP,143,Pikachu V,132,
141,SP,144,Greninja Star,133,
142,SP,145,Pikachu V,132,
143,SP,146,Poké Ball,134,
144,SP,147,Rayquaza V,135,
145,SP,148,Noivern V,136,
146,SP,149,Flareon V,137,
147,SP,150,Vaporeon V,138,
148,SP,151,Jolteon V,139,
149,SP,152,Professor's Research,140,
150,SP,153,Pikachu,141,
151,SP,154,Dragonite V,142,
152,SP,155,Greninja V-UNION,143,
153,SP,156,Greninja V-UNION,144,
154,SP,157,Greninja V-UNION,145,
155,SP,158,Greninja V-UNION,146,
156,SP,159,Mewtwo V-UNION,147,
157,SP,160,Mewtwo V-UNION,148,
158,SP,161,Mewtwo V-UNION,149,
159,SP,162,Mewtwo V-UNION,150,
160,SP,163,Zacian V-UNION,151,
161,SP,164,Zacian V-UNION,152,
162,SP,165,Zacian V-UNION,153,
163,SP,166,Zacian V-UNION,154,
164,SP,167,Professor Burnet,155,
165,SP,168,Oricorio,156,
166,SP,169,Pyukumuku,157,
167,SP,170,Deoxys,158,
168,SP,171,Latias,159,
169,SP,172,Tepig,160,
170,SP,173,Blitzle,161,
171,SP,174,Espeon,162,
172,SP,175,Eevee,116,
173,SP,176,Hoopa V,163,
174,SP,178,Professor's Research,140,
175,SP,179,Flareon V,137,
176,SP,180,Flareon VMAX,164,
177,SP,181,Vaporeon V,138,
178,SP,182,Vaporeon VMAX,165,
179,SP,183,Jolteon V,139,
180,SP,184,Jolteon VMAX,166,
181,SP,185,Moltres,167,
182,SP,186,Lucario,168,
183,SP,187,Liepard,169,
184,SP,188,Bibarel,170,
185,SP,189,Flapple,171,
186,SP,190,Eevee,116,
187,SP,191,Leafeon,172,
188,SP,192,Glaceon,173,
189,SP,194,Leafeon V,174,
190,SP,195,Leafeon VSTAR,175,
191,SP,196,Glaceon V,176,
192,SP,197,Glaceon VSTAR,177,
193,SP,198,Pikachu V,178,
194,SP,199,Lycanroc V,179,
195,SP,200,Corviknight V,180,
196,SP,201,Espeon V,181,
197,SP,202,Sylveon V,182,
198,SP,203,Umbreon V,183,
199,SP,204,Arceus V,184,
200,SP,205,Hisuian Basculegion,185,
201,SP,206,Wyrdeer,186,
202,SP,207,Hisuian Samurott,187,
203,SP,208,Magnezone,188,
204,SP,209,Toxel,189,
205,SP,210,Oricorio,190,
206,SP,211,Sylveon,191,
207,SP,212,Eevee,116,
208,SP,213,Lucario V,192,
209,SP,214,Lucario VSTAR,193,
210,SP,215,Morpeko V-UNION,194,
211,SP,216,Morpeko V-UNION,195,
212,SP,217,Morpeko V-UNION,196,
213,SP,218,Morpeko V-UNION,197,
214,SP,219,Boltund V,198,
215,SP,220,Rowlet,199,
216,SP,221,Cyndaquil,200,
217,SP,222,Oshawott,201,
218,SP,223,Mewtwo V,202,
219,SP,224,Melmetal V,203,
220,SP,225,Alolan Exeggutor V,204,
221,SP,226,Spark,205,
222,SP,227,Blanche,206,
223,SP,228,Candela,207,
224,SP,229,Mewtwo V,202,
225,SP,230,Radiant Eevee,208,
226,SP,231,Bulbasaur,209,
227,SP,232,Charmander,210,
228,SP,233,Squirtle,211,
229,SP,234,Pikachu,212,
230,SP,235,Dragonite V,213,
231,SP,236,Dragonite VSTAR,214,
232,SP,237,Hisuian Typhlosion V,215,
233,SP,238,Hisuian Decidueye V,216,
234,SP,239,Hisuian Samurott V,217,
235,SP,240,Finneon,218,
236,SP,241,Gengar,219,
237,SP,242,Comfey,220,
238,SP,243,Machamp,221,
239,SP,244,Scorbunny,222,
240,SP,245,Croagunk,223,
241,SP,246,Weavile,224,
242,SP,247,Regigigas,225,
243,SP,248,Kleavor V,226,
244,SP,249,Kleavor VSTAR,227,
245,SP,250,Lumineon V,228,
246,SP,251,Boss's Orders,229,
247,SP,252,Infernape V,230,
248,SP,253,Origin Forme Palkia V,231,
249,SP,254,Origin Forme Palkia VSTAR,232,
250,SP,255,Origin Forme Dialga V,233,
251,SP,256,Origin Forme Dialga VSTAR,234,
252,SP,257,Rotom V,235,
253,SP,258,Gallade V,236,
254,SP,259,Giratina V,237,
255,SP,260,Charizard V,238,
256,SP,261,Charizard VMAX,239,
257,SP,262,Charizard VSTAR,240,
258,SP,263,Zeraora V,241,
259,SP,264,Zeraora VMAX,242,
260,SP,265,Zeraora VSTAR,243,
261,SP,266,Deoxys V,244,
262,SP,267,Deoxys VMAX,245,
263,SP,268,Deoxys VSTAR,246,
264,SP,269,Sunflora,247,
265,SP,270,Rapidash,248,
266,SP,271,Kirlia,249,
267,SP,272,Archeops,250,
268,SP,273,Hisuian Basculin,251,
269,SP,274,Cranidos,252,
270,SP,275,Manaphy,253,
271,SP,276,Togetic,254,
272,SP,277,Rillaboom,255,
273,SP,278,Cinderace,104,
274,SP,279,Inteleon,105,
275,SP,280,Regieleki V,256,
276,SP,281,Regidrago V,257,
277,SP,282,Galarian Articuno,112,
278,SP,283,Galarian Zapdos,113,
279,SP,284,Galarian Moltres,114,
280,SP,285,Pikachu V,258,
281,SP,286,Pikachu VMAX,259,
282,SP,291,Lucario VSTAR,193,
283,SP,294,Hisuian Electrode V,260,
284,SP,295,Virizion V,261,
285,SP,296,Champions Festival,262,
286,SP,297,Hisuian Zoroark V,263,
287,SP,298,Hisuian Zoroark VSTAR,264,
288,SP,301,Lugia V,265,
289,SP,302,Klara,266,
290,SP,306,Arceus V,184,
291,SP,307,Arceus VSTAR,267,
292,SSH,1,Celebi V,268,
293,SSH,2,Roselia,269,
294,SSH,3,Roselia,270,
295,SSH,4,Roserade,271,
296,SSH,5,Cottonee,272,
297,SSH,6,Whimsicott,273,
298,SSH,7,Maractus,274,
299,SSH,8,Durant,275,
300,SSH,9,Dhelmise V,276,
301,SSH,10,Grookey,277,
302,SSH,11,Grookey,278,
303,SSH,12,Thwackey,279,
304,SSH,13,Thwackey,280,
305,SSH,14,Rillaboom,5,
306,SSH,15,Rillaboom,281,
307,SSH,16,Blipbug,282,
308,SSH,17,Blipbug,283,
309,SSH,18,Dottler,284,
310,SSH,19,Orbeetle,285,
311,SSH,20,Gossifleur,286,
312,SSH,21,Eldegoss,45,
313,SSH,22,Vulpix,287,
314,SSH,23,Ninetales,288,
315,SSH,24,Torkoal V,289,
316,SSH,25,Victini V,97,
317,SSH,26,Heatmor,290,
318,SSH,27,Salandit,291,
319,SSH,28,Salazzle,292,
320,SSH,29,Turtonator,293,
321,SSH,30,Scorbunny,294,
322,SSH,31,Scorbunny,295,
323,SSH,32,Raboot,296,
324,SSH,33,Raboot,297,
325,SSH,34,Cinderace,298,
326,SSH,35,Cinderace,299,
327,SSH,36,Cinderace,300,
328,SSH,37,Sizzlipede,301,
329,SSH,38,Sizzlipede,302,
330,SSH,39,Centiskorch,47,
331,SSH,40,Shellder,303,
332,SSH,41,Cloyster,304,
333,SSH,42,Krabby,305,
334,SSH,43,Krabby,306,
335,SSH,44,Kingler,307,
336,SSH,45,Goldeen,308,
337,SSH,46,Goldeen,309,
338,SSH,47,Seaking,310,
339,SSH,48,Lapras,50,
340,SSH,49,Lapras V,311,
341,SSH,50,Lapras VMAX,312,
342,SSH,51,Qwilfish,313,
343,SSH,52,Mantine,25,
344,SSH,53,Keldeo V,314,
345,SSH,54,Sobble,315,
346,SSH,55,Sobble,316,
347,SSH,56,Drizzile,317,
348,SSH,57,Drizzile,318,
349,SSH,58,Inteleon,319,
350,SSH,59,Inteleon,320,
351,SSH,60,Chewtle,321,
352,SSH,61,Drednaw,46,
353,SSH,62,Cramorant,322,
354,SSH,63,Snom,323,
355,SSH,64,Frosmoth,6,
356,SSH,65,Pikachu,324,
357,SSH,66,Raichu,325,
358,SSH,67,Chinchou,326,
359,SSH,68,Chinchou,327,
360,SSH,69,Lanturn,328,
361,SSH,70,Joltik,329,
362,SSH,71,Galvantula,330,
363,SSH,72,Tapu Koko V,331,
364,SSH,73,Yamper,332,
365,SSH,74,Yamper,333,
366,SSH,75,Boltund,334,
367,SSH,76,Boltund,335,
368,SSH,77,Pincurchin,336,
369,SSH,78,Morpeko,337,
370,SSH,79,Morpeko V,54,
371,SSH,80,Morpeko VMAX,338,
372,SSH,81,Galarian Ponyta,339,
373,SSH,82,Galarian Rapidash,340,
374,SSH,83,Gastly,341,
375,SSH,84,Haunter,342,
376,SSH,85,Gengar,51,
377,SSH,86,Wobbuffet V,343,
378,SSH,87,Munna,344,
379,SSH,88,Musharna,345,
380,SSH,89,Sinistea,346,
381,SSH,90,Polteageist,347,
382,SSH,91,Indeedee V,348,
383,SSH,92,Diglett,349,
384,SSH,93,Dugtrio,350,
385,SSH,94,Hitmonlee,351,
386,SSH,95,Hitmonchan,352,
387,SSH,96,Rhyhorn,353,
388,SSH,97,Rhyhorn,354,
389,SSH,98,Rhydon,355,
390,SSH,99,Rhyperior,356,
391,SSH,100,Sudowoodo,357,
392,SSH,101,Baltoy,358,
393,SSH,102,Baltoy,359,
394,SSH,103,Claydol,360,
395,SSH,104,Regirock V,361,
396,SSH,105,Mudbray,362,
397,SSH,106,Mudsdale,363,
398,SSH,107,Silicobra,364,
399,SSH,108,Silicobra,365,
400,SSH,109,Sandaconda,366,
401,SSH,110,Sandaconda,367,
402,SSH,111,Clobbopus,368,
403,SSH,112,Clobbopus,369,
404,SSH,113,Grapploct,370,
405,SSH,114,Stonjourner,371,
406,SSH,115,Stonjourner V,372,
407,SSH,116,Stonjourner VMAX,373,
408,SSH,117,Galarian Zigzagoon,374,
409,SSH,118,Galarian Linoone,375,
410,SSH,119,Galarian Obstagoon,57,
411,SSH,120,Sableye V,376,
412,SSH,121,Skorupi,377,
413,SSH,122,Drapion,378,
414,SSH,123,Croagunk,379,
415,SSH,124,Toxicroak,380,
416,SSH,125,Nickit,381,
417,SSH,126,​Thievul,382,
418,SSH,127,Galarian Meowth,383,
419,SSH,128,Galarian Perrserker,7,
420,SSH,129,Mawile,384,
421,SSH,130,Ferroseed,385,
422,SSH,131,Ferrothorn,386,
423,SSH,132,Galarian Stunfisk,387,
424,SSH,133,Pawniard,388,
425,SSH,134,Bisharp,389,
426,SSH,135,Corviknight,390,
427,SSH,136,Cufant,391,
428,SSH,137,Copperajah,392,
429,SSH,138,Zacian V,17,
430,SSH,139,Zamazenta V,18,
431,SSH,140,Snorlax,31,
432,SSH,141,Snorlax V,393,
433,SSH,142,Snorlax VMAX,394,
434,SSH,143,Hoothoot,395,
435,SSH,144,Noctowl,26,
436,SSH,145,Minccino,396,
437,SSH,146,Minccino,397,
438,SSH,147,Cinccino,8,
439,SSH,148,Oranguru,398,
440,SSH,149,Drampa,399,
441,SSH,150,Rookidee,400,
442,SSH,151,Corvisquire,401,
443,SSH,152,Wooloo,402,
444,SSH,153,Wooloo,403,
445,SSH,154,Dubwool,404,
446,SSH,155,Cramorant V,79,
447,SSH,156,Air Balloon,405,
448,SSH,157,Bede,406,
449,SSH,158,Big Charm,407,
450,SSH,159,Crushing Hammer,408,
451,SSH,160,Energy Retrieval,409,
452,SSH,161,Energy Search,410,
453,SSH,162,Energy Switch,411,
454,SSH,163,Evolution Incense,412,
455,SSH,164,Great Ball,413,
456,SSH,165,Hop,414,
457,SSH,166,Hyper Potion,415,
458,SSH,167,Lucky Egg,416,
459,SSH,168,Lum Berry,417,
460,SSH,169,Marnie,110,
461,SSH,170,Metal Saucer,418,
462,SSH,171,Ordinary Rod,419,
463,SSH,172,Pal Pad,420,
464,SSH,173,Poké Kid,421,
465,SSH,174,Pokégear 3.0,422,
466,SSH,175,Pokémon Catcher,423,
467,SSH,176,Pokémon Center Lady,424,
468,SSH,177,Potion,425,
469,SSH,178,Professor's Research,140,
470,SSH,179,Quick Ball,426,
471,SSH,180,Rare Candy,427,
472,SSH,181,Rotom Bike,428,
473,SSH,182,Sitrus Berry,429,
474,SSH,183,Switch,430,
475,SSH,184,Team Yell Grunt,431,
476,SSH,185,Vitality Band,432,
477,SSH,186,Aurora Energy,433,
478,SSH,187,Dhelmise V,276,
479,SSH,188,Torkoal V,289,
480,SSH,189,Lapras V,311,
481,SSH,190,Morpeko V,54,
482,SSH,191,Wobbuffet V,343,
483,SSH,192,Indeedee V,348,
484,SSH,193,Stonjourner V,372,
485,SSH,194,Sableye V,376,
486,SSH,195,Zacian V,17,
487,SSH,196,Zamazenta V,18,
488,SSH,197,Snorlax V,393,
489,SSH,198,Cramorant V,79,
490,SSH,199,Bede,406,
491,SSH,200,Marnie,110,
492,SSH,201,Professor's Research,140,
493,SSH,202,Team Yell Grunt,431,
494,SSH,203,Lapras VMAX,312,
495,SSH,204,Morpeko VMAX,338,
496,SSH,205,Stonjourner VMAX,373,
497,SSH,206,Snorlax VMAX,394,
498,SSH,207,Bede,406,
499,SSH,208,Marnie,110,
500,SSH,209,Professor's Research,140,
501,SSH,210,Team Yell Grunt,431,
502,SSH,211,Zacian V,17,
503,SSH,212,Zamazenta V,18,
504,SSH,213,Air Balloon,405,
505,SSH,214,Metal Saucer,418,
506,SSH,215,Ordinary Rod,419,
507,SSH,216,Quick Ball,426,
508,SSH,G,Grass Energy,434,
509,SSH,R,Fire Energy,435,
510,SSH,W,Water Energy,436,
511,SSH,L,Lightning Energy,437,
512,SSH,P,Psychic Energy,438,
513,SSH,F,Fighting Energy,439,
514,SSH,D,Darkness Energy,440,
515,SSH,M,Metal Energy,441,
516,RCL,1,Caterpie,442,
517,RCL,2,Metapod,443,
518,RCL,3,Butterfree,444,
519,RCL,4,Scyther,445,
520,RCL,5,Shuckle,446,
521,RCL,6,Heracross,447,
522,RCL,7,Lotad,448,
523,RCL,8,Lombre,449,
524,RCL,9,Ludicolo,450,
525,RCL,10,Surskit,451,
526,RCL,11,Masquerain,452,
527,RCL,12,Snover,453,
528,RCL,13,Abomasnow,454,
529,RCL,14,Phantump,455,
530,RCL,15,Trevenant,456,
531,RCL,16,Grubbin,457,
532,RCL,17,Rillaboom V,13,
533,RCL,18,Rillaboom VMAX,458,
534,RCL,19,Eldegoss V,77,
535,RCL,20,Applin,459,
536,RCL,21,Applin,460,
537,RCL,22,Flapple,21,
538,RCL,23,Appletun,461,
539,RCL,24,Vulpix,462,
540,RCL,25,Ninetales,463,
541,RCL,26,Ninetales V,464,
542,RCL,27,Growlithe,465,
543,RCL,28,Arcanine,466,
544,RCL,29,Magmar,467,
545,RCL,30,Magmortar,468,
546,RCL,31,Litwick,469,
547,RCL,32,Lampent,470,
548,RCL,33,Chandelure,471,
549,RCL,34,Heatmor,472,
550,RCL,35,Cinderace V,14,
551,RCL,36,Cinderace VMAX,473,
552,RCL,37,Galarian Mr. Mime,474,
553,RCL,38,Galarian Mr. Rime,475,
554,RCL,39,Magikarp,476,
555,RCL,40,Gyarados,477,
556,RCL,41,Wingull,478,
557,RCL,42,Pelipper,479,
558,RCL,43,Milotic V,480,
559,RCL,44,Tympole,481,
560,RCL,45,Palpitoad,482,
561,RCL,46,Seismitoad,483,
562,RCL,47,Galarian Darumaka,484,
563,RCL,48,Galarian Darmanitan,485,
564,RCL,49,Inteleon V,15,
565,RCL,50,Inteleon VMAX,486,
566,RCL,51,Cramorant,487,
567,RCL,52,Arrokuda,488,
568,RCL,53,Barraskewda,489,
569,RCL,54,Eiscue,490,
570,RCL,55,Eiscue V,491,
571,RCL,56,Voltorb,492,
572,RCL,57,Electrode,493,
573,RCL,58,Electabuzz,494,
574,RCL,59,Electivire,495,
575,RCL,60,Shinx,496,
576,RCL,61,Luxio,497,
577,RCL,62,Luxray,22,
578,RCL,63,Helioptile,498,
579,RCL,64,Heliolisk,499,
580,RCL,65,Charjabug,500,
581,RCL,66,Vikavolt,501,
582,RCL,67,Boltund V,78,
583,RCL,68,Toxel,502,
584,RCL,69,Toxtricity,503,
585,RCL,70,Toxtricity V,504,
586,RCL,71,Toxtricity VMAX,505,
587,RCL,72,Pincurchin V,506,
588,RCL,73,Morpeko,507,
589,RCL,74,Clefairy,508,
590,RCL,75,Clefable,509,
591,RCL,76,Natu,510,
592,RCL,77,Xatu,511,
593,RCL,78,Galarian Corsola,512,
594,RCL,79,Galarian Cursola,513,
595,RCL,80,Sigilyph,514,
596,RCL,81,Sandygast,515,
597,RCL,82,Palossand,516,
598,RCL,83,Hatenna,39,
599,RCL,84,Hattrem,517,
600,RCL,85,Hatterene,518,
601,RCL,86,Milcery,519,
602,RCL,87,Alcremie,56,
603,RCL,88,Indeedee,520,
604,RCL,89,Dreepy,521,
605,RCL,90,Drakloak,522,
606,RCL,91,Dragapult,523,
607,RCL,92,Dragapult V,89,
608,RCL,93,Dragapult VMAX,90,
609,RCL,94,Galarian Farfetch'd,524,
610,RCL,95,Galarian Sirfetch'd,525,
611,RCL,96,Nosepass,526,
612,RCL,97,Meditite,527,
613,RCL,98,Medicham,528,
614,RCL,99,Barboach,529,
615,RCL,100,Whiscash,530,
616,RCL,101,Galarian Yamask,531,
617,RCL,102,Galarian Runerigus,532,
618,RCL,103,Binacle,533,
619,RCL,104,Barbaracle,534,
620,RCL,105,Rolycoly,535,
621,RCL,106,Carkol,536,
622,RCL,107,Coalossal,23,
623,RCL,108,Sandaconda V,537,
624,RCL,109,Falinks,538,
625,RCL,110,Falinks V,539,
626,RCL,111,Stonjourner,540,
627,RCL,112,Koffing,541,
628,RCL,113,Galarian Weezing,542,
629,RCL,114,Stunky,543,
630,RCL,115,Skuntank,544,
631,RCL,116,Spiritomb,545,
632,RCL,117,Trubbish,546,
633,RCL,118,Garbodor,24,
634,RCL,119,Vullaby,547,
635,RCL,120,Mandibuzz,548,
636,RCL,121,Malamar V,549,
637,RCL,122,Malamar VMAX,550,
638,RCL,123,Impidimp,551,
639,RCL,124,Morgrem,552,
640,RCL,125,Grimmsnarl,553,
641,RCL,126,Galarian Meowth,554,
642,RCL,127,Galarian Perrserker,555,
643,RCL,128,Scizor,556,
644,RCL,129,Bronzor,557,
645,RCL,130,Bronzong,558,
646,RCL,131,Probopass,559,
647,RCL,132,Durant,560,
648,RCL,133,Honedge,561,
649,RCL,134,Doublade,562,
650,RCL,135,Aegislash,563,
651,RCL,136,Copperajah V,29,
652,RCL,137,Copperajah VMAX,564,
653,RCL,138,Duraludon,58,
654,RCL,139,Zacian,565,
655,RCL,140,Zamazenta,566,
656,RCL,141,Snorlax,567,
657,RCL,142,Chatot,568,
658,RCL,143,Pidove,569,
659,RCL,144,Tranquill,570,
660,RCL,145,Unfezant,571,
661,RCL,146,Bunnelby,572,
662,RCL,147,Diggersby,573,
663,RCL,148,Hawlucha,574,
664,RCL,149,Stufful,575,
665,RCL,150,Bewear,576,
666,RCL,151,Skwovet,577,
667,RCL,152,Greedent,578,
668,RCL,153,Dubwool V,48,
669,RCL,154,Boss's Orders,229,
670,RCL,155,Burning Scarf,579,
671,RCL,156,Capacious Bucket,580,
672,RCL,157,Cursed Shovel,581,
673,RCL,158,Dan,582,
674,RCL,159,Full Heal,583,
675,RCL,160,Galar Mine,584,
676,RCL,161,Milo,585,
677,RCL,162,Nugget,586,
678,RCL,163,Oleana,587,
679,RCL,164,Poké Ball,134,
680,RCL,165,Scoop Up Net,588,
681,RCL,166,Skyla,589,
682,RCL,167,Sonia,590,
683,RCL,168,Tool Scrapper,591,
684,RCL,169,Training Court,592,
685,RCL,170,Turffield Stadium,593,
686,RCL,171,Capture Energy,594,
687,RCL,172,Horror Psychic Energy,595,
688,RCL,173,Speed Lightning Energy,596,
689,RCL,174,Twin Energy,597,
690,RCL,175,Rillaboom V,13,
691,RCL,176,Eldegoss V,77,
692,RCL,177,Ninetales V,464,
693,RCL,178,Cinderace V,14,
694,RCL,179,Milotic V,480,
695,RCL,180,Inteleon V,15,
696,RCL,181,Boltund V,78,
697,RCL,182,Toxtricity V,504,
698,RCL,183,Dragapult V,89,
699,RCL,184,Sandaconda V,537,
700,RCL,185,Falinks V,539,
701,RCL,186,Malamar V,549,
702,RCL,187,Copperajah V,29,
703,RCL,188,Dubwool V,48,
704,RCL,189,Boss's Orders,229,
705,RCL,190,Milo,585,
706,RCL,191,Oleana,587,
707,RCL,192,Sonia,590,
708,RCL,193,Rillaboom VMAX,458,
709,RCL,194,Cinderace VMAX,473,
710,RCL,195,Inteleon VMAX,486,
711,RCL,196,Toxtricity VMAX,505,
712,RCL,197,Dragapult VMAX,90,
713,RCL,198,Malamar VMAX,550,
714,RCL,199,Copperajah VMAX,564,
715,RCL,200,Boss's Orders,229,
716,RCL,201,Milo,585,
717,RCL,202,Oleana,587,
718,RCL,203,Sonia,590,
719,RCL,204,Frosmoth,6,
720,RCL,205,Galarian Perrserker,7,
721,RCL,206,Big Charm,407,
722,RCL,207,Scoop Up Net,588,
723,RCL,208,Tool Scrapper,591,
724,RCL,209,Twin Energy,597,
725,DAA,1,Butterfree V,598,
726,DAA,2,Butterfree VMAX,599,
727,DAA,3,Paras,600,
728,DAA,4,Parasect,601,
729,DAA,5,Carnivine,602,
730,DAA,6,Pansage,603,
731,DAA,7,Simisage,604,
732,DAA,8,Karrablast,605,
733,DAA,9,Shelmet,606,
734,DAA,10,Accelgor,607,
735,DAA,11,Rowlet,608,
736,DAA,12,Dartrix,609,
737,DAA,13,Decidueye,34,
738,DAA,14,Bounsweet,610,
739,DAA,15,Steenee,611,
740,DAA,16,Tsareena,612,
741,DAA,17,Wimpod,613,
742,DAA,18,Golisopod,614,
743,DAA,19,Charizard V,49,
744,DAA,20,Charizard VMAX,239,
745,DAA,21,Houndoom V,615,
746,DAA,22,Torchic,616,
747,DAA,23,Combusken,617,
748,DAA,24,Blaziken,618,
749,DAA,25,Heatran,619,
750,DAA,26,Pansear,620,
751,DAA,27,Simisear,621,
752,DAA,28,Galarian Darmanitan,622,
753,DAA,29,Larvesta,623,
754,DAA,30,Volcarona,624,
755,DAA,31,Fletchinder,625,
756,DAA,32,Talonflame,626,
757,DAA,33,Centiskorch V,627,
758,DAA,34,Centiskorch VMAX,628,
759,DAA,35,Galarian Mr. Mime,629,
760,DAA,36,Galarian Mr. Rime,72,
761,DAA,37,Suicune,630,
762,DAA,38,Feebas,631,
763,DAA,39,Milotic,632,
764,DAA,40,Relicanth,633,
765,DAA,41,Panpour,634,
766,DAA,42,Simipour,635,
767,DAA,43,Galarian Darumaka,636,
768,DAA,44,Galarian Darmanitan,485,
769,DAA,45,Vanillite,637,
770,DAA,46,Vanillish,638,
771,DAA,47,Vanilluxe,639,
772,DAA,48,Cubchoo,640,
773,DAA,49,Beartic,641,
774,DAA,50,Wishiwashi,642,
775,DAA,51,Mareanie,643,
776,DAA,52,Toxapex,644,
777,DAA,53,Dracovish,645,
778,DAA,54,Arctovish,646,
779,DAA,55,Mareep,647,
780,DAA,56,Flaaffy,648,
781,DAA,57,Ampharos,649,
782,DAA,58,Electrike,650,
783,DAA,59,Manectric,651,
784,DAA,60,Vikavolt V,652,
785,DAA,61,Tapu Koko,653,
786,DAA,62,Toxel,654,
787,DAA,63,Toxtricity,655,
788,DAA,64,Pincurchin,656,
789,DAA,65,Dracozolt,657,
790,DAA,66,Arctozolt,35,
791,DAA,67,Jigglypuff,658,
